# Official VTank GameInfoDB CraftInteractions: item1<TAB>item2<TAB>result<TAB>count<TAB>skill<TAB>difficulty<TAB>id
Bundle of Frog Crotch Arrowheads	Bundle of Atlatl Dart shafts	Frog Crotch Atlatl Dart	10	37	0	106
Bundle of Greater Frog Crotch Arrowheads	Bundle of Atlatl Dart shafts	Greater Frog Crotch Atlatl Dart	10	37	0	107
Bundle of Deadly Frog Crotch Arrowheads	Bundle of Atlatl Dart shafts	Deadly Frog Crotch Atlatl Dart	10	37	0	108
Bundle of Fire Arrowheads	Bundle of Arrowshafts	Fire Arrow	10	37	0	109
Bundle of Greater Fire Arrowheads	Bundle of Arrowshafts	Greater Fire Arrow	10	37	0	110
Bundle of Deadly Fire Arrowheads	Bundle of Arrowshafts	Deadly Fire Arrow	10	37	0	111
Bundle of Fire Arrowheads	Bundle of Quarrelshafts	Fire Quarrel	10	37	0	112
Bundle of Greater Fire Arrowheads	Bundle of Quarrelshafts	Greater Fire Quarrel	10	37	0	113
Bundle of Deadly Fire Arrowheads	Bundle of Quarrelshafts	Deadly Fire Quarrel	10	37	0	114
Bundle of Fire Arrowheads	Bundle of Atlatl Dart shafts	Fire Atlatl Dart	10	37	0	115
Bundle of Greater Fire Arrowheads	Bundle of Atlatl Dart shafts	Greater Fire Atlatl Dart	10	37	0	116
Bundle of Deadly Fire Arrowheads	Bundle of Atlatl Dart shafts	Deadly Fire Atlatl Dart	10	37	0	117
Bundle of Lightning Arrowheads	Bundle of Arrowshafts	Lightning Arrow	10	37	0	118
Bundle of Greater Lightning Arrowheads	Bundle of Arrowshafts	Greater Lightning Arrow	10	37	0	119
Bundle of Deadly Lightning Arrowheads	Bundle of Arrowshafts	Deadly Lightning Arrow	10	37	0	120
Bundle of Lightning Arrowheads	Bundle of Quarrelshafts	Lightning Quarrel	10	37	0	121
Bundle of Greater Lightning Arrowheads	Bundle of Quarrelshafts	Greater Lightning Quarrel	10	37	0	122
Bundle of Deadly Lightning Arrowheads	Bundle of Quarrelshafts	Deadly Lightning Quarrel	10	37	0	123
Bundle of Lightning Arrowheads	Bundle of Atlatl Dart shafts	Lightning Atlatl Dart	10	37	0	124
Bundle of Greater Lightning Arrowheads	Bundle of Atlatl Dart shafts	Greater Lightning Atlatl Dart	10	37	0	125
Bundle of Deadly Lightning Arrowheads	Bundle of Atlatl Dart shafts	Deadly Lightning Atlatl Dart	10	37	0	126
Bundle of Acid Arrowheads	Bundle of Arrowshafts	Acid Arrow	10	37	0	127
Bundle of Greater Acid Arrowheads	Bundle of Arrowshafts	Greater Acid Arrow	10	37	0	128
Bundle of Deadly Acid Arrowheads	Bundle of Arrowshafts	Deadly Acid Arrow	10	37	0	129
Bundle of Acid Arrowheads	Bundle of Quarrelshafts	Acid Quarrel	10	37	0	130
Bundle of Greater Acid Arrowheads	Bundle of Quarrelshafts	Greater Acid Quarrel	10	37	0	131
Bundle of Deadly Acid Arrowheads	Bundle of Quarrelshafts	Deadly Acid Quarrel	10	37	0	132
Bundle of Acid Arrowheads	Bundle of Atlatl Dart shafts	Acid Atlatl Dart	10	37	0	133
Bundle of Greater Acid Arrowheads	Bundle of Atlatl Dart shafts	Greater Acid Atlatl Dart	10	37	0	134
Bundle of Deadly Acid Arrowheads	Bundle of Atlatl Dart shafts	Deadly Acid Atlatl Dart	10	37	0	135
Bundle of Frost Arrowheads	Bundle of Arrowshafts	Frost Arrow	10	37	0	136
Bundle of Greater Frost Arrowheads	Bundle of Arrowshafts	Greater Frost Arrow	10	37	0	137
Bundle of Deadly Frost Arrowheads	Bundle of Arrowshafts	Deadly Frost Arrow	10	37	0	138
Bundle of Frost Arrowheads	Bundle of Quarrelshafts	Frost Quarrel	10	37	0	139
Bundle of Greater Frost Arrowheads	Bundle of Quarrelshafts	Greater Frost Quarrel	10	37	0	140
Bundle of Deadly Frost Arrowheads	Bundle of Quarrelshafts	Deadly Frost Quarrel	10	37	0	141
Bundle of Frost Arrowheads	Bundle of Atlatl Dart shafts	Frost Atlatl Dart	10	37	0	142
Bundle of Greater Frost Arrowheads	Bundle of Atlatl Dart shafts	Greater Frost Atlatl Dart	10	37	0	143
Bundle of Deadly Frost Arrowheads	Bundle of Atlatl Dart shafts	Deadly Frost Atlatl Dart	10	37	0	144
Cooking Pot	Simple Dried Rations	Simple Field Rations	25	39	0	145
Cooking Pot	Elaborate Dried Rations	Elaborate Field Rations	25	39	0	146
Cooking Pot	Simple Dried Health Rations	Simple Field Health Rations	25	39	0	147
Cooking Pot	Elaborate Dried Health Rations	Elaborate Field Health Rations	25	39	0	148
Cooking Pot	Simple Dried Mana Rations	Simple Field Mana Rations	25	39	0	149
Cooking Pot	Elaborate Dried Mana Rations	Elaborate Field Mana Rations	25	39	0	150
Mortar and Pestle	Hot Pepper	Hot Sauce	1	39	0	151
Hot Sauce	Simple Dried Rations	Simple Dried Health Rations	1	39	0	152
Hot Sauce	Elaborate Dried Rations	Elaborate Dried Health Rations	1	39	0	153
Cinnamon	Simple Dried Rations	Simple Dried Mana Rations	1	39	0	154
Cinnamon	Elaborate Dried Rations	Elaborate Dried Mana Rations	1	39	0	155
Treated Mandrake	Treated Hyssop	Combined Hyssop and Mandrake	1	21	0	156
Soft Bandages	Combined Hyssop and Mandrake	Plentiful Healing Kit	1	21	0	157
Health Infusion	Potion of Healing	Trade Health Elixir	0	38	0	158
Concentrated Bloodhunter Oil	Wrapped Bundle of Greater Frog Crotch Arrowheads	Wrapped Bundle of Deadly Frog Crotch Arrowheads	0	37	0	159
Concentrated Bloodhunter Oil	Wrapped Bundle of Greater Armor Piercing Arrowheads	Wrapped Bundle of Deadly Armor Piercing Arrowheads	0	37	0	160
Concentrated Bloodhunter Oil	Wrapped Bundle of Greater Blunt Arrowheads	Wrapped Bundle of Deadly Blunt Arrowheads	0	37	0	161
Concentrated Bloodhunter Oil	Wrapped Bundle of Greater Fire Arrowheads	Wrapped Bundle of Deadly Fire Arrowheads	0	37	0	162
Concentrated Bloodhunter Oil	Wrapped Bundle of Greater Frost Arrowheads	Wrapped Bundle of Deadly Frost Arrowheads	0	37	0	163
Concentrated Bloodhunter Oil	Wrapped Bundle of Greater Acid Arrowheads	Wrapped Bundle of Deadly Acid Arrowheads	0	37	0	164
Concentrated Bloodhunter Oil	Wrapped Bundle of Greater Lightning Arrowheads	Wrapped Bundle of Deadly Lightning Arrowheads	0	37	0	165
Concentrated Bloodseeker Oil	Wrapped Bundle of Frog Crotch Arrowheads	Wrapped Bundle of Greater Frog Crotch Arrowheads	0	37	0	166
Concentrated Bloodseeker Oil	Wrapped Bundle of Armor Piercing Arrowheads	Wrapped Bundle of Greater Armor Piercing Arrowheads	0	37	0	167
Concentrated Bloodseeker Oil	Wrapped Bundle of Blunt Arrowheads	Wrapped Bundle of Greater Blunt Arrowheads	0	37	0	168
Concentrated Bloodseeker Oil	Wrapped Bundle of Fire Arrowheads	Wrapped Bundle of Greater Fire Arrowheads	0	37	0	169
Concentrated Bloodseeker Oil	Wrapped Bundle of Frost Arrowheads	Wrapped Bundle of Greater Frost Arrowheads	0	37	0	170
Concentrated Bloodseeker Oil	Wrapped Bundle of Acid Arrowheads	Wrapped Bundle of Greater Acid Arrowheads	0	37	0	171
Concentrated Bloodseeker Oil	Wrapped Bundle of Lightning Arrowheads	Wrapped Bundle of Greater Lightning Arrowheads	0	37	0	172
Empty Stopped Keg	Duke Raoul's Distillation Brew	Keg of Duke Raoul's Distillation	0	0	0	173
Empty Stopped Keg	Apothecary Zongo's Stout Brew	Keg of Apothecary Zongo's Stout	0	0	0	174
Empty Stopped Keg	Hunter's Stock Amber Brew	Keg of Hunter's Stock Amber	0	0	0	175
Empty Bottles	Keg of Apothecary Zongo's Stout	Apothecary Zongo's Stout	0	0	0	176
Empty Bottles	Keg of Duke Raoul's Distillation	Duke Raoul's Distillation	0	0	0	177
Empty Bottles	Keg of Bobo's Stout	Bobo's Stout	0	0	0	178
Empty Bottles	Keg of Tusker Spit Ale	Tusker Spit Ale	0	0	0	179
Empty Bottles	Keg of Amber Ape	Amber Ape	0	0	0	180
Empty Bottles	Keg of Hunter's Stock Amber	Hunter's Stock Amber	0	0	0	181
Neutral Balm	Strong Chorizite Oil	Strong Dispel Potion	0	0	0	182
Neutral Balm	Concentrated Chorizite Oil	Concentrated Dispel Potion	0	0	0	183
Neutral Balm	Condensed Chorizite Oil	Condensed Dispel Potion	0	0	0	184
Empty Stopped Keg	Tusker Spit Brew	Keg of Tusker Spit Ale	0	0	0	185
Empty Stopped Keg	Amber Ape Brew	Keg of Amber Ape	0	0	0	186
Empty Stopped Keg	Bobo's Stout Brew	Keg of Bobo's Stout	0	0	0	187
Victual Oil	Healing Famous Pizza	Hearty Healing Famous Pizza	0	39	0	188
Victual Oil	Healing Cake	Hearty Healing Cake	0	39	0	189
Victual Oil	Healing Carrot Cake	Hearty Healing Carrot Cake	0	39	0	190
Victual Oil	Healing Pizza	Hearty Healing Pizza	0	39	0	191
Victual Oil	Healing Applesauce	Hearty Healing Applesauce	0	39	0	192
Victual Oil	Healing Spiced Applesauce	Hearty Healing Spiced Applesauce	0	39	0	193
Victual Oil	Healing Meat Pie	Hearty Healing Meat Pie	0	39	0	194
Victual Oil	Healing Fish Pie	Hearty Healing Fish Pie	0	39	0	195
Victual Oil	Healing Chicken Pie	Hearty Healing Chicken Pie	0	39	0	196
Victual Oil	Healing Rabbit Pie	Hearty Healing Rabbit Pie	0	39	0	197
Victual Oil	Healing Mushroom Pie	Hearty Healing Mushroom Pie	0	39	0	198
Victual Oil	Healing Apple Pie	Hearty Healing Apple Pie	0	39	0	199
Victual Oil	Healing Spiced Apple Pie	Hearty Healing Spiced Apple Pie	0	39	0	200
Victual Oil	Healing Beef Stew	Hearty Healing Beef Stew	0	39	0	201
Victual Oil	Healing Fish Stew	Hearty Healing Fish Stew	0	39	0	202
Victual Oil	Healing Chicken Stew	Hearty Healing Chicken Stew	0	39	0	203
Victual Oil	Healing Rabbit Stew	Hearty Healing Rabbit Stew	0	39	0	204
Victual Oil	Healing Mushroom Stew	Hearty Healing Mushroom Stew	0	39	0	205
Victual Oil	Healing Carrot Soup	Hearty Healing Carrot Soup	0	39	0	206
Victual Oil	Healing Beef Noodle	Hearty Healing Beef Noodle	0	39	0	207
Victual Oil	Healing Fish Noodle	Hearty Healing Fish Noodle	0	39	0	208
Victual Oil	Healing Chicken Noodle	Hearty Healing Chicken Noodle	0	39	0	209
Victual Oil	Healing Rabbit Noodle	Hearty Healing Rabbit Noodle	0	39	0	210
Victual Oil	Healing Mushroom Noodle	Hearty Healing Mushroom Noodle	0	39	0	211
Victual Oil	Healing Ice Cream	Hearty Healing Icecream	0	39	0	212
Victual Oil	Healing Green Tea Ice Cream	Hearty Healing Green Tea Ice Cream	0	39	0	213
Victual Oil	Healing Holtburger	Hearty Healing Holtburger	0	39	0	214
Victual Oil	Healing Hot Kimchi	Hearty Healing Hot Kimchi	0	39	0	215
Victual Oil	Mana Hot Kimchi	Hearty Mana Hot Kimchi	0	39	0	216
Victual Oil	Mana Famous Pizza	Hearty Mana Famous Pizza	0	39	0	217
Victual Oil	Mana Green Tea Ice Cream	Hearty Mana Green Tea Ice Cream	0	39	0	218
Victual Oil	Mana Cake	Hearty Mana Cake	0	39	0	219
Victual Oil	Mana Carrot Cake	Hearty Mana Carrot Cake	0	39	0	220
Victual Oil	Mana Pizza	Hearty Mana Pizza	0	39	0	221
Victual Oil	Mana Applesauce	Hearty Mana Applesauce	0	39	0	222
Victual Oil	Mana Spiced Applesauce	Hearty Mana Spiced Applesauce	0	39	0	223
Victual Oil	Mana Meat Pie	Hearty Mana Meat Pie	0	39	0	224
Victual Oil	Mana Fish Pie	Hearty Mana Fish Pie	0	39	0	225
Victual Oil	Mana Chicken Pie	Hearty Mana Chicken Pie	0	39	0	226
Victual Oil	Mana Rabbit Pie	Hearty Mana Rabbit Pie	0	39	0	227
Victual Oil	Mana Mushroom Pie	Hearty Mana Mushroom Pie	0	39	0	228
Victual Oil	Mana Apple Pie	Hearty Mana Apple Pie	0	39	0	229
Victual Oil	Mana Spiced Apple Pie	Hearty Mana Spiced Apple Pie	0	39	0	230
Victual Oil	Mana Beef Stew	Hearty Mana Beef Stew	0	39	0	231
Victual Oil	Mana Fish Stew	Hearty Mana Fish Stew	0	39	0	232
Victual Oil	Mana Chicken Stew	Hearty Mana Chicken Stew	0	39	0	233
Victual Oil	Mana Rabbit Stew	Hearty Mana Rabbit Stew	0	39	0	234
Victual Oil	Mana Mushroom Stew	Hearty Mana Mushroom Stew	0	39	0	235
Victual Oil	Mana Carrot Soup	Hearty Mana Carrot Soup	0	39	0	236
Victual Oil	Mana Beef Noodle	Hearty Mana Beef Noodle	0	39	0	237
Victual Oil	Mana Fish Noodle	Hearty Mana Fish Noodle	0	39	0	238
Victual Oil	Mana Chicken Noodle	Hearty Mana Chicken Noodle	0	39	0	239
Victual Oil	Mana Rabbit Noodle	Hearty Mana Rabbit Noodle	0	39	0	240
Victual Oil	Mana Mushroom Noodle	Hearty Mana Mushroom Noodle	0	39	0	241
Victual Oil	Mana Ice Cream	Hearty Mana Icecream	0	39	0	242
Victual Oil	Mana Holtburger	Hearty Mana Holtburger	0	39	0	243
Baking Pan	Olthoi Chocolate Cake Batter	Chocolate Olthoi Cake	0	39	0	244
Frying Pan	Olthoi Egg	Fried Olthoi Egg	0	39	0	245
Cooking Pot	Olthoi Egg	Hard Boiled Olthoi Egg	0	39	0	246
Baking Pan	Olthoi Cake Batter	Olthoi Cake	0	39	0	247
Baking Pan	Olthoi Carrot Cake Batter	Olthoi Carrot Cake	0	39	0	248
Olthoi Pumpkin Pie Filling	Dough	Olthoi Pumpkin Pie	0	39	0	249
Olthoi Batter	Bread	Olthoi Toast	0	39	0	250
Brine	Olthoi Egg	Pickled Olthoi Egg	0	39	0	251
Frying Pan	Marinated Olthoi Egg	Vesayen Style Fried Olthoi Egg	0	39	0	252
Hot Sauce	Olthoi Egg	Marinated Olthoi Egg	0	39	0	253
Treated Stibnite and Frankincense Crucible	Powdered Onyx	Gem of Greater Protection	0	38	0	254
Treated Quicksilver and Frankincense Crucible	Powdered Hematite	Gem of Greater Piercing Protection	0	38	0	255
Treated Verdigris and Frankincense Crucible	Powdered Turquoise	Gem of Greater Bludgeon Protection	0	38	0	256
Treated Cadmia and Frankincense Crucible	Powdered Moonstone	Gem of Greater Blade Protection	0	38	0	257
Treated Brimstone and Frankincense Crucible	Powdered Malachite	Gem of Greater Acid Protection	0	38	0	258
Treated Colcothar and Frankincense Crucible	Powdered Quartz	Gem of Greater Cold Protection	0	38	0	259
